DAIHATSU,CUORE,"L70V(A,B,FB)",87/08~,,,"48510-87268 48510-87269 48520-87268 48520-87269",1165,E1165,48530-87226
DAIHATSU,CUORE,"L70V(C,S)",87/08~,,,"48510-87268 48510-87269 48520-87268 48520-87269",1165,E1165,48530-87226
DAIHATSU,ESPASS,S-91,95~,S1119,,48511-00001,2842,,48530-87535
DAIHATSU,ESPASS,S-92,95~,,,48511-00002,2842,,48530-87535
DAIHATSU,TAFT,"F10,20,50,60",74/08~78/08,2254,EL2254,"48510-87601 48510-87602",2048,E2048,"48530-87601 48530-87602 48530-87603"
DAIHATSU,TAFT,"F10,20,50,60",78/08~84/04,2254,,48510-87603,2048,E2048,"48530-87601 48530-87602 48530-87603"
DAIHATSU,TAFT,"Steering Damper",78~84,SD1010,,"45700-87601 45700-87604",,,
DAIHATSU,"CUORE / DOMINO / MOVE",L601,95/08~,,,,1214,,"48531-87285 48531-87294 48531-87286"
DAIHATSU,"CUORE / DOMINO / MOVE",L901,98/10~,R,R,"48510-97209 48510-97211 48510-97233 48510-97210 48510-97214 48510-97234",,E1217,48531-97206
DAIHATSU,"CUORE / DOMINO / MOVE",L901,98/10~,L,L,"48520-97209 48520-97211 48520-97233 48520-97210 48520-97214 48520-97234",,E1217,48531-97206
DAIHATSU,"F-70/TAFT GT",,84~,,E20003,"48510-87606 48510-87680",,E20003,"48530-87612 48530-87680"
DAIHATSU,TARUNA,,99~,,,"48510-87Z15 48520-87Z14",,E3802,48530-87Z13
HINO,BUS,BD,58~65,5016,,"9-51630-286-0 9-51630-374-0",6023,,"9-51630-370-0 9-51630-388-0"
HINO,BUS,BB,59~64,4002,,"9-51630-177-0 9-51630-339-0 9-51630-237-0",,,"9-51630-221-0 9-51630-270-0"
HINO,BUS,BX,59~72,4002,,"9-51630-177-0 9-51630-237-0 9-51630-339-0",6008,,"9-51630-268-0 9-51630-342-0 9-51630-387-0"
HINO,BUS,"RE100,120,140 (Leaf Spring)",62~70/07,5029,,"6-031-7708-00 6-031-7708-01 6-031-7708-02 6-031-7708-03",6016,,6-031-7707-01
HINO,BUS,RL100,62~75,,,6-031-7711-01,5029,,"6-031-7708-00 6-031-7708-01 6-031-7708-02 6-031-7708-03"
HINO,BUS,"B805,806,MAR400 All,MM504,MP518 (Excl Air Suspension)MM516H,MP518",67~82/10,5011,,"03260-23001 03260-23003 03260-23005",6012,,"03260-82002 03260-82003 03260-82004 03260-82005"
HINO,BUS,"RC300,320",68~78/03,5029,,"6-031-7708-00 6-031-7708-01 6-031-7708-02 6-031-7708-03",6016,,6-031-7707-01
HINO,BUS,"U20,30,35(Leaf Spring)(Excl.Low Floor Model)",73/03~80/02,5024,,56110-90201,5044,,56210-90003
HINO,BUS,"U20,35(Leaf Spring)(Low Floor Model)",73/03~80/02,5029,,56110-90202,5044,,56210-90003
HINO,BUS,RM90,75/12~80/03,3257,,56101-Z5000,4036,,56101-Z5002
HINO,BUS,"RL300,320",75~88/01,,,6-071-48047-0,5032,,6-071-4800-81
HINO,BUS,"AM100(Light Bus RAINBOW), w/0 Air Conditioner",76/02~80/01,3256,,6-071-4802-60,,,48530-1080
HINO,BUS,"AM100(Light Bus RAINBOW), w/Air Conditioner",76/02~80/01,3256,,6-071-4802-60,,,48530-1090
HINO,BUS,"RD100,120",76~77/06,5029,,"6-031-7708-00 6-031-7708-01 6-031-7708-02 6-031-7708-03",6016,,"6-031-7707-00 6-031-7709-01"
HINO,BUS,"MP517 All",76~79/09,5011,,03260-23005,,,03261-19000
HINO,BUS,RD300,77/06~80/01,5029,,48500-1040,6016,,48530-1190
HINO,BUS,"RE101,121,141,161(Air Suspension)",77/07~80/01,,,,,,
HINO,BUS,"RE101,121,141,161(Leaf Spring)",77/07~80/01,,,,,,
HINO,BUS,"RC301,RC321(Leaf Spring)",78/03~79/09,5029,,6-031-7708-03,6016,,6-031-7707-02
HINO,BUS,ECM430,78/11~80/11,5016,,1-51630-006-0,,,9-51630-381-0
HINO,BUS,"AM101(Light Bus RAINBOW)",80/01~,3256,,"48500-1160 6-071-4802-60",,,48530-1080
HINO,BUS,"RC301,321,381(Leaf)(Excl.RC301 Low Floor)",80/01~,5029,,"48500-1040 6-031-770803",6016,,"48530-1190 6-031-7707-02"
HINO,BUS,RD301,80/01~,5029,,"48500-1040 6-031-7708-03",6016,,"48530-1190 6-031-7707-02"
HINO,BUS,"RE101,121,141(Leaf Spring)",80/01~,5029,,"48500-1040 6-031-7708-03",6016,,"48530-1190 6-031-7707-02"
HINO,BUS,"RL301,321",80/01~,,,"48500-1200 6-071-48047-0",5032,,"48500-1120 6-071-4800-81"
HINO,BUS,"MM515(HTD,HTS)",80/01~84/03,5011,,03260-23005,,,03260-82005
HINO,BUS,"CLM,CJM,CPM(Leaf Spring)",80/02~,5016,,1-51630-076-0,,,1-51630-077-0
HINO,BUS,"U31(Excl.Low Floor Model)(Leaf Spring)",80/02~,5024,,56110-90207,5044,,56210-90003
HINO,BUS,"U31(Low Floor Model)(Leaf Spring)",80/02~,5045,,56110-90062,5044,,56210-90003
HINO,BUS,U36,80/02~,5045,,56110-90062,5044,,56210-90003
HINO,BUS,"RM80(Excl.Low Floor Model)",80/09~,4008,,56101-Z5004,4036,,56101-Z5002
HINO,BUS,"RJ170A,172A(RAINBOW)",80/10~,,,48500-1320,5032,,"48500-1120 48510-1060"
HINO,BUS,ECM430,80/11~,5016,,1-51630-076-0,,,1-51630-077-0
HINO,BUS,"BK215(Micn Bus)",81/04~,3143,,MC802624,3068,,MA222515
HINO,BUS,"CQA,CQM,CHA,CHM",81/11~,5016,,1-51630-076-0,,,1-51630-077-0
HINO,BUS,"RR170A,172A(RAINBOW)",82/02~,,,48500-1380,5032,,"48500-1120 48510-1060"
HINO,BUS,EDM430,82/05~,5016,,1-51630-076-0,,,1-51630-077-0
HINO,BUS,"RT223AA,225A,226AA",82/10~83/11,5029,,48500-1040,,,48530-1350
